"Id","Entity__c","Entity_Name__c","Type__c","Executed_Product_Name__c"
"a0lw0000008sfdTAAQ","","0012000000yJpqWAAS","Lumpsum","UTI - Energy Fund"
"a0lw0000008sfdUAAQ","","0012000000yJpqXAAS","Lumpsum","UTI - Energy Fund"
"a0lw0000008sfckAAA","","0012000000xDOi0AAG","General Insurance","Bajaj Allianz Extra Care"
"a0lw0000008sfclAAA","","0012000000xDOi0AAG","General Insurance","Bajaj Allianz Critical Illness"
"a0lw0000008sfcmAAA","","0012000000xDOi0AAG","General Insurance","Bajaj Allianz Critical Illness"
"a0lw0000008sfcnAAA","","0012000000xDOi0AAG","Life Insurance","HDFC Life Click2Protect"
"a0lw0000008sfcoAAA","","0012000000xDOi0AAG","Lumpsum","UTI - Energy Fund"
"a0lw0000008sfcpAAA","","0012000000xDOi0AAG","Lumpsum","UTI Infra G"
"a0lw0000008sfcqAAA","","0012000000xDOi0AAG","Lumpsum","Savings A/c - From FD's"
"a0lw0000008sfcrAAA","","0012000000xDOi0AAG","Lumpsum","BSL Savings"
"a0lw0000008sfcsAAA","","0012000000xDOi0AAG","Lumpsum","IDFC Money Manager Treasury A"
"a0lw0000008sfctAAA","","0012000000xDOi0AAG","Lumpsum","Pramerica Short Term Income"
"a0lw0000008sfcuAAA","","0012000000xDOi0AAG","Lumpsum","Axis Triple Advantage"
"a0lw0000008sfcvAAA","","0012000000xDOi0AAG","Lumpsum","Kotak Select Focus Fund "
"a0lw0000008sfcwAAA","","0012000000xDOi0AAG","Lumpsum","Kotak Select Focus Fund "
"a0lw0000008sfcxAAA","","0012000000xDOi0AAG","Lumpsum","HDFC Top 200"
"a0lw0000008sfcyAAA","","0012000000xDOi0AAG","Lumpsum","IDFC MIP"
"a0lw0000008sfczAAA","","0012000000xDOi0AAG","Lumpsum","IDFC Premier Equity"
"a0lw0000008shhkAAA","","00120000012CrsLAAS","Lumpsum","Birla Sun Life Short Term"
"a0lw0000008shhlAAA","","00120000012CrsLAAS","Lumpsum","ICICI Prudential Short Term"
"a0lw0000008shhmAAA","","00120000012CrsLAAS","Lumpsum","ICICI Dynamic Plan"
"a0lw0000008shhnAAA","","00120000012CrsLAAS","Lumpsum","Axis Equity Fund"
"a0lw0000008shhoAAA","","00120000012CrsLAAS","Lumpsum","ICICI Prudential Short Term"
"a0lw0000008shhpAAA","","00120000012CrsLAAS","SIP","Birla Sun Life Savings Fund"
"a0lw0000008shhqAAA","","00120000012CrsLAAS","SIP","Axis Treasury Advantage Fund"
"a0lw0000008shhrAAA","","00120000012CrsLAAS","SIP","ICICI Prudential Regular Gold Savings Fund"
"a0lw0000008shhsAAA","","00120000012CrsLAAS","SIP","Birla Sun Life Dynamic Bond Fund"
"a0lw0000008shhtAAA","","00120000012CrsLAAS","SIP","Reliance Equity Opportunities Fund"
"a0lw0000008shhuAAA","","00120000012CrsLAAS","SIP","IDFC Premier Equity Fund - Plan A"
"a0lw0000008shhvAAA","","00120000012CrsLAAS","SIP","ICICI Dynamic Plan"
"a0lw0000008shhwAAA","","00120000012CrsLAAS","SIP","HDFC Top 200 Fund"
"a0lw0000008shhxAAA","","00120000012CrsLAAS","SIP","Axis Equity Fund"
"a0lw0000008shhyAAA","","00120000012CrsLAAS","SIP","Axis Equity Fund"
"a0lw0000008shhzAAA","","00120000012CrsLAAS","SIP","HDFC Top 200 Fund"
"a0lw0000008shi0AAA","","00120000012CrsLAAS","SIP","ICICI Dynamic Plan"
"a0lw0000008shi1AAA","","00120000012CrsLAAS","SIP","IDFC Premier Equity Fund - Plan A"
"a0lw0000008shi2AAA","","00120000012CrsLAAS","SIP","Reliance Equity Opportunities Fund"
"a0lw0000008shi3AAA","","00120000012CrsLAAS","SIP","Birla Sun Life Dynamic Bond Fund"
"a0lw0000008shi4AAA","","00120000012CrsLAAS","SIP","ICICI Prudential Regular Gold Savings Fund"
"a0lw0000008shi5AAA","","00120000012CrsLAAS","SIP","Axis Equity Fund"
"a0lw0000008shi6AAA","","00120000012CrsLAAS","SIP","HDFC Top 200 Fund"
"a0lw0000008shi7AAA","","00120000012CrsLAAS","SIP","ICICI Dynamic Plan"
"a0lw0000008shi8AAA","","00120000012CrsLAAS","SIP","IDFC Premier Equity Fund - Plan A"
"a0lw0000008shi9AAA","","00120000012CrsLAAS","SIP","Reliance Equity Opportunities Fund"
"a0lw0000008shiAAAQ","","00120000012CrsLAAS","SIP","Birla Sun Life Dynamic Bond Fund"
"a0lw0000008shiBAAQ","","00120000012CrsLAAS","SIP","ICICI Prudential Short Term"
"a0lw0000008shiCAAQ","","00120000012CrsLAAS","SIP","ICICI Prudential Regular Gold Savings Fund"
"a0lw0000008shiDAAQ","","00120000012CrsLAAS","SIP","Axis Equity Fund"
"a0lw0000008shiEAAQ","","00120000012CrsLAAS","SIP","HDFC Top 200 Fund"
"a0lw0000008shiFAAQ","","00120000012CrsLAAS","SIP","ICICI Dynamic Plan"
"a0lw0000008shiGAAQ","","00120000012CrsLAAS","SIP","IDFC Premier Equity Fund - Plan A"
"a0lw0000008shiHAAQ","","00120000012CrsLAAS","SIP","Reliance Equity Opportunities Fund"
"a0lw0000008shiIAAQ","","00120000012CrsLAAS","SIP","Birla Sun Life Dynamic Bond Fund"
"a0lw0000008shiJAAQ","","00120000012CrsLAAS","SIP","ICICI Prudential Regular Gold Savings Fund"
"a0lw0000008shiKAAQ","","00120000012CrsLAAS","SIP","ICICI Prudential Short Term"
"a0lw0000008shiLAAQ","","00120000012CrsLAAS","SIP","IDFC Premier Equity Fund - Plan A"
"a0lw0000008shiMAAQ","","00120000012CrsLAAS","SIP","HDFC Top 200 Fund"
"a0lw0000008shiNAAQ","","00120000012CrsLAAS","SIP","Axis Equity Fund"
"a0lw0000008shiOAAQ","","00120000012CrsLAAS","SIP","Birla Sun Life Short Term"
"a0lw0000008shiPAAQ","","00120000012CrsLAAS","SIP","ICICI Prudential Short Term"
"a0lw0000008shiQAAQ","","00120000012CrsLAAS","SIP","Axis Equity Fund"
"a0lw0000008shiRAAQ","","00120000012CrsLAAS","SIP","Birla Sun Life Short Term"
"a0lw0000008shiSAAQ","","00120000012CrsLAAS","SIP","ICICI Prudential Short Term"
"a0lw0000008shiTAAQ","","00120000012DXLOAA4","Lumpsum","TATA Young Citzens fund"
"a0lw0000008shiUAAQ","","00120000012DXLxAAO","Lumpsum","UTI Mastershare unti scheme"
"a0lw0000008shhTAAQ","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Extra Care"
"a0lw0000008shhUAAQ","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shhVAAQ","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shhWAAQ","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shhXAAQ","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shhYAAQ","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Extra Care"
"a0lw0000008shhZAAQ","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shhaAAA","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shhbAAA","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Premier Personal Guard"
"a0lw0000008shhcAAA","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Critical Care Policy"
"a0lw0000008shhdAAA","","00120000012CrsLAAS","General Insurance","Bajaj Allianz Critical Care Policy"
"a0lw0000008shheAAA","","00120000012CrsLAAS","Life Insurance","HDFC Life Click 2 Protect"
"a0lw0000008shhfAAA","","00120000012CrsLAAS","Lumpsum","Birla Sun Life Savings Fund"
"a0lw0000008shhgAAA","","00120000012CrsLAAS","Lumpsum","Axis Treasury Advantage Fund"
"a0lw0000008shhhAAA","","00120000012CrsLAAS","Lumpsum","Savings Account"
"a0lw0000008shhiAAA","","00120000012CrsLAAS","Lumpsum","ICICI Prudential Short Term"
"a0lw0000008shhjAAA","","00120000012CrsLAAS","Lumpsum","Birla Sun Life Short Term"
"a0l200000061BRlAAM","","0012000000qAhk3AAC","Life Insurance","HDFC Life Click 2 Protect"
"a0l200000061BRmAAM","","0012000000qAhk3AAC","Lumpsum","ICICI Pru Focussed Blue Chip Fund"
"a0l200000061BRnAAM","","0012000000qAhk3AAC","SIP","ICICI Pru Focussed Blue Chip Fund"
"a0l200000061BRoAAM","","0012000000qAhk3AAC","Lumpsum","ICICI Pru Flexi Income"
"a0l200000061BRpAAM","","0012000000qAhk3AAC","Lumpsum","HDFC Tax Saver (D)"
"a0l200000061BRqAAM","","0012000000qAhk3AAC","Lumpsum","BSL Dynamic Bond Fund"
"a0l200000061BRrAAM","","0012000000qAhk3AAC","Lumpsum","BSL Dynamic Bond Fund"
"a0l200000061BRsAAM","","0012000000qAhk3AAC","SIP","BSL Dynamic Bond Fund"
"a0l200000061BS4AAM","","0012000000qAhk3AAC","Lumpsum","IDFC Money Manager"
"a0l200000061BS5AAM","","0012000000qAhk3AAC","Lumpsum","BSL Savings"
"a0l200000061BS6AAM","","0012000000qAhk3AAC","Lumpsum","BSL Savings"
"a0l200000061BS7AAM","","0012000000qAhk3AAC","Lumpsum","IDFC Money Manager"
"a0l200000061BS8AAM","","0012000000qAhk3AAC","Lumpsum","BSL Dynamic Bond Fund"
"a0l200000061BS9AAM","","0012000000qAhk3AAC","Lumpsum","Reliance Money Manager"
"a0l200000061BSAAA2","","0012000000qAhk3AAC","Lumpsum","ICICI Pru Flexi Income Plan"
"a0l200000061BSBAA2","","0012000000qAhk3AAC","Lumpsum","IDFC Money Manager"
"a0l200000061BSCAA2","","0012000000qAhk3AAC","Lumpsum","DSP Money Manager"
"a0l200000061BSDAA2","","0012000000qAhk3AAC","Lumpsum","ICICI Focussed Blue Chip Fund"
"a0l200000061BSEAA2","","0012000000qAhk3AAC","Lumpsum","DSP Equity"
"a0l200000061BSFAA2","","0012000000qAhk3AAC","Lumpsum","IDFC Premier Equity"
"a0l200000061BSGAA2","","0012000000qAhk3AAC","Lumpsum","Reliance Gold Savings Fund"
"a0l200000061BSHAA2","","0012000000qAhk3AAC","Lumpsum","BSL Dynamic Bond Fund"
"a0l200000061BSIAA2","","0012000000qAhk3AAC","Lumpsum","HDFC Tax Saver (D)"
"a0l200000061BSJAA2","","0012000000qAhk3AAC","Lumpsum","HDFC Tax Saver (G)"
"a0l200000061BSKAA2","","0012000000qAhk3AAC","Lumpsum","DSP Equity"
"a0l200000061BSLAA2","","0012000000qAhk3AAC","Lumpsum","ICICI Focussed Blue Chip Fund"
"a0l200000061BSMAA2","","0012000000qAhk3AAC","Lumpsum","IDFC Premier Equity"
"a0l200000061BSNAA2","","0012000000qAhk3AAC","Lumpsum","Reliance Gold Savings Fund"
"a0l200000061BSOAA2","","0012000000qAhk3AAC","Lumpsum","BSL Dynamic Bond Fund"
"a0l200000061BSPAA2","","0012000000qAhk3AAC","SIP","ICICI Focussed Blue Chip Fund"
"a0l200000061BSQAA2","","0012000000qAhk3AAC","SIP","DSP Equity"
"a0l200000061BSRAA2","","0012000000qAhk3AAC","SIP","IDFC Premier Equity"
"a0l200000061BRtAAM","","0012000000qAhk3AAC","Lumpsum","DSP Money Manager"
"a0l200000061BRuAAM","","0012000000qAhk3AAC","Lumpsum","IDFC Premier Equity"
"a0l200000061BRvAAM","","0012000000qAhk3AAC","SIP","IDFC Premier Equity"
"a0l200000061BRwAAM","","0012000000qAhk3AAC","Lumpsum","DSP Equity"
"a0l200000061BRxAAM","","0012000000qAhk3AAC","SIP","DSP Equity"
"a0l200000061BRyAAM","","0012000000qAhk3AAC","Lumpsum","Reliance Money Manager"
"a0l200000061BRzAAM","","0012000000qAhk3AAC","Lumpsum","Reliance Gold Savings Fund"
"a0l200000061BS0AAM","","0012000000qAhk3AAC","SIP","Reliance Gold Savings Fund"
"a0l200000061BS1AAM","","0012000000qAhk3AAC","Lumpsum","HDFC Tax Saver (G)"
"a0l200000061BS2AAM","","0012000000qAhk3AAC","Lumpsum","HDFC Tax Saver (D)"
"a0l200000061BS3AAM","","0012000000qAhk3AAC","Lumpsum","BSL Savings"
"a0l200000061BSTAA2","","0012000000qAhk3AAC","SIP","Reliance Gold Savings Fund"
"a0l200000061BSUAA2","","0012000000qAhk3AAC","SIP","BSL Dynamic Bond Fund"
"a0l200000061BSVAA2","","0012000000qAhk3AAC","SIP","IDFC Money Manager"
"a0l200000061BSWAA2","","0012000000qAhk3AAC","SIP","BSL Savings"
"a0l200000061BSSAA2","","0012000000qAhk3AAC","SIP","Pramerica Equity"
"a0l200000061BSXAA2","","0012000000qAhk3AAC","SIP","DSP Equity"
"a0l200000061BSYAA2","","0012000000qAhk3AAC","SIP","BSL Frontline Equity"
"a0l200000061BSZAA2","","0012000000qAhk3AAC","SIP","IDFC Premier Equity"
"a0l200000061BSaAAM","","0012000000qAhk3AAC","SIP","Pramerica Equity"
"a0l200000061BSbAAM","","0012000000qAhk3AAC","SIP","AXIS Triple Advantage"
"a0l200000061BScAAM","","0012000000qAhk3AAC","SIP","BSL Dynamic Bond Fund"
"a0l200000061BSdAAM","","0012000000qAhk3AAC","SIP","DSP Equity"
"a0l200000061BSfAAM","","0012000000qAhk3AAC","SIP","IDFC Premier Equity"
"a0l200000061BSgAAM","","0012000000qAhk3AAC","SIP","Pramerica Equity"
"a0l200000061BShAAM","","0012000000qAhk3AAC","SIP","AXIS Triple Advantage"
"a0l200000061BSiAAM","","0012000000qAhk3AAC","SIP","BSL Dynamic Bond Fund"
"a0l200000061BSjAAM","","0012000000qAhk3AAC","SIP","DSP Equity"
"a0l200000061BSkAAM","","0012000000qAhk3AAC","SIP","BSL Frontline Equity"
"a0l200000061BSlAAM","","0012000000qAhk3AAC","SIP","IDFC Premier Equity"
"a0l200000061BSmAAM","","0012000000qAhk3AAC","SIP","Pramerica Equity"
"a0l200000061BSnAAM","","0012000000qAhk3AAC","SIP","AXIS Triple Advantage"
"a0l200000061BSoAAM","","0012000000qAhk3AAC","SIP","BSL Dynamic Bond Fund"
"a0l200000061BSpAAM","","0012000000qAhk3AAC","SIP","BSL Frontline Equity"
"a0l200000061BSeAAM","","0012000000qAhk3AAC","SIP","BSL Frontline Equity"
"a0l200000061BSqAAM","","0012000000qAhk3AAC","SIP","DSP Equity"
"a0l200000061BSrAAM","","0012000000qAhk3AAC","SIP","IDFC Premier Equity"
"a0l200000061BSsAAM","","0012000000qAhk3AAC","SIP","Pramerica Equity"
"a0l200000061BStAAM","","0012000000qAhk3AAC","SIP","AXIS Triple Advantage"
"a0l200000061BSuAAM","","0012000000qAhk3AAC","SIP","BSL Dynamic Bond Fund"
"a0l200000061BSvAAM","","0012000000qOuGrAAK","Lumpsum","BSL Savings"
"a0l200000061BSwAAM","","0012000000qOuGrAAK","Lumpsum","BSL Savings"
"a0l200000061BSxAAM","","0012000000qOuGrAAK","SIP","BSL Savings"
"a0l200000061BSyAAM","","0012000000qOuGrAAK","Lumpsum","IDFC Money Manager"
"a0l200000061BSzAAM","","0012000000qOuGrAAK","SIP","IDFC Money Manager"
"a0l200000061BRgAAM","","0012000000qAhk3AAC","General Insurance","Max Bupa"
"a0l200000061BRhAAM","","0012000000qAhk3AAC","General Insurance","Bajaj Allianz Premium Personal Guard"
"a0l200000061BRiAAM","","0012000000qAhk3AAC","General Insurance","Bajaj Allianz Critical Illness"
"a0l200000061BRjAAM","","0012000000qAhk3AAC","General Insurance","Bajaj Allianz Premium Personal Guard"
"a0l200000061BRkAAM","","0012000000qAhk3AAC","General Insurance","Bajaj Allianz Extra Care"
"a0l200000061DsgAAE","","00120000010OKlmAAG","SIP","BSL Dynamic"
"a0l200000061DshAAE","","00120000010OKlmAAG","SIP","Pramerica Short Term Income"
"a0l200000061DsiAAE","","00120000010OKlmAAG","SIP","Pramerica Short Term"
"a0l200000061DsjAAE","","00120000010OKlmAAG","SIP","BSL Dynamic"
"a0l200000061DsqAAE","","00120000010OKpAAAW","Lumpsum","Reliance Diversified Power Sector Fund- D"
"a0l200000061DsKAAU","","00120000010OKlmAAG","Lumpsum","HDFC Top 100 G"
"a0l200000061DsMAAU","","00120000010OKlmAAG","Lumpsum","IDFC MM Treasury A"
"a0l200000061DsNAAU","","00120000010OKlmAAG","Lumpsum","BSL Savings"
"a0l200000061DsOAAU","","00120000010OKlmAAG","Lumpsum","Savings account"
"a0l200000061DsQAAU","","00120000010OKlmAAG","Lumpsum","IDFC Sterling Equity"
"a0l200000061DsRAAU","","00120000010OKlmAAG","Lumpsum","DSP Money Manager"
"a0l200000061DsTAAU","","00120000010OKlmAAG","Lumpsum","BSL Savings"
"a0l200000061DsUAAU","","00120000010OKlmAAG","Lumpsum","Axis Treasury Advantage"
"a0l200000061DsVAAU","","00120000010OKlmAAG","Lumpsum","Pramerica Short Term Income"
"a0l200000061DsWAAU","","00120000010OKlmAAG","Lumpsum","Pramerica Short Term"
"a0l200000061DsXAAU","","00120000010OKlmAAG","Lumpsum","BSL Dynamic"
"a0l200000061DsYAAU","","00120000010OKlmAAG","SIP","IDFC MM Treasury A"
"a0l200000061DsZAAU","","00120000010OKlmAAG","SIP","BSL Savings"
"a0l200000061DsaAAE","","00120000010OKlmAAG","SIP","Pramerica Short Term Income"
"a0l200000061DsbAAE","","00120000010OKlmAAG","SIP","BSL Dynamic"
"a0l200000061DscAAE","","00120000010OKlmAAG","SIP","DSP Equity"
"a0l200000061DsdAAE","","00120000010OKlmAAG","SIP","Pramerica Equity"
"a0l200000061DseAAE","","00120000010OKlmAAG","SIP","BSL Frontline Equity"
"a0l200000061DsfAAE","","00120000010OKlmAAG","SIP","Axis Triple Advantage"
"a0lw0000008shjNAAQ","","001w00000138gYAAAY","Life Insurance","HDFC Life Click 2 Protect"
"a0lw0000008shjOAAQ","","001w00000138gYAAAY","Lumpsum","Birla Sun Life Savings Fund"
"a0lw0000008shjPAAQ","","001w00000138gYAAAY","Lumpsum","Axis Treasury Advantage Fund"
"a0lw0000008shjQAAQ","","001w00000138gYAAAY","Lumpsum","Savings Account"
"a0lw0000008shjRAAQ","","001w00000138gYAAAY","SIP","ICICI Prudential Regular Gold Savings Fund"
"a0lw0000008shjSAAQ","","001w00000138gYAAAY","SIP","Birla Sun Life Dynamic Bond Fund"
"a0lw0000008shjTAAQ","","001w00000138gYAAAY","SIP","HDFC Top 200 Fund"
"a0lw0000008shjUAAQ","","001w00000138gYAAAY","SIP","Axis Equity Fund"
"a0lw0000008shjVAAQ","","001w00000138gYAAAY","SIP","Birla Sun Life Short Term"
"a0lw0000008shjWAAQ","","001w00000138gYAAAY","SIP","ICICI Prudential Short Term"
"a0lw0000008shjXAAQ","","001w00000138gYAAAY","SIP","ICICI Dynamic Plan"
"a0lw0000008shjEAAQ","","001w00000138gYAAAY","General Insurance","Bajaj Allianz Critical Care Policy"
"a0lw0000008shjFAAQ","","001w00000138gYAAAY","General Insurance","Bajaj Allianz Premier Personal Guard"
"a0lw0000008shjGAAQ","","001w00000138gYAAAY","General Insurance","Bajaj Allianz Premier Personal Guard"
"a0lw0000008shjHAAQ","","001w00000138gYAAAY","General Insurance","Bajaj Allianz Extra Care"
"a0lw0000008shjIAAQ","","001w00000138gYAAAY","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shjJAAQ","","001w00000138gYAAAY","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shjKAAQ","","001w00000138gYAAAY","General Insurance","Bajaj Allianz Critical Care Policy"
"a0lw0000008shjLAAQ","","001w00000138gYAAAY","General Insurance","Bajaj Allianz Individual Health Guard"
"a0lw0000008shjMAAQ","","001w00000138gYAAAY","Life Insurance","HDFC Life Click 2 Protect"
"a0lw0000008shjYAAQ","","001w00000138gYAAAY","SIP","Axis Equity Fund"
"a0lw0000008sen2AAA","","00120000012CbhUAAS","SIP","Axis Triple Advantage"
"a0lw0000008sen3AAA","","00120000012CbhUAAS","SIP","Pramerica Short Term Income"
"a0lw0000008sen4AAA","","00120000012CbhUAAS","SIP","Pramerica Short Term Income"
"a0lw0000008sen5AAA","","00120000012CbhUAAS","SIP","Axis Triple Advantage"
"a0lw0000008sen6AAA","","00120000012CbhUAAS","SIP","Pramerica Short Term Income"
"a0lw0000008sen7AAA","","00120000012CbhUAAS","SIP","Axis Triple Advantage"
"a0lw0000008sen8AAA","","00120000012CbhUAAS","SIP","BSL Frontline Equity"
"a0lw0000008sen9AAA","","00120000012CbhUAAS","SIP","Reliance equity opportunities fund"
"a0lw0000008senAAAQ","","00120000012CbhUAAS","SIP","Pramerica Equity"
"a0lw0000008senBAAQ","","00120000012CbhUAAS","SIP","Pramerica Short Term Income"
"a0lw0000008senCAAQ","","00120000012CbhUAAS","SIP","Axis Triple Advantage"
"a0lw0000008senDAAQ","","00120000012CbhUAAS","SIP","BSL Frontline Equity"
"a0lw0000008senEAAQ","","00120000012CbhUAAS","SIP","Pramerica Equity"
"a0lw0000008senFAAQ","","00120000012CbhUAAS","SIP","Reliance equity opportunities fund"
"a0lw0000008senGAAQ","","00120000012CbhUAAS","SIP","BSL Dividend Yield Plus"
"a0lw0000008selbAAA","","00120000012CbhUAAS","General Insurance","Bajaj Allianz Health Guard"
"a0lw0000008selcAAA","","00120000012CbhUAAS","General Insurance","Bajaj Allianz Health Guard"
"a0lw0000008seldAAA","","00120000012CbhUAAS","General Insurance","Bajaj Allianz Premium Personal Guard"
"a0lw0000008seleAAA","","00120000012CbhUAAS","General Insurance","Bajaj Allianz Health Guard"
"a0lw0000008selfAAA","","00120000012CbhUAAS","General Insurance","Bajaj Allianz Critical Illness"
"a0lw0000008selgAAA","","00120000012CbhUAAS","General Insurance","Bajaj Allianz Health Guard"
"a0lw0000008selhAAA","","00120000012CbhUAAS","General Insurance","Bajaj Allianz Extra Care"
"a0lw0000008seliAAA","","00120000012CbhUAAS","Life Insurance","HDFC Life Click 2 Protect."
"a0lw0000008seljAAA","","00120000012CbhUAAS","Lumpsum","ICICI Prudential Infra Fund- G"
"a0lw0000008selkAAA","","00120000012CbhUAAS","Lumpsum","Reliance Vision Fund- G"
"a0lw0000008sellAAA","","00120000012CbhUAAS","Lumpsum","HDFC Prudence Fund- G"
"a0lw0000008selmAAA","","00120000012CbhUAAS","SIP","HDFC Prudence Fund- G"
"a0lw0000008selnAAA","","00120000012CbhUAAS","Lumpsum","Reliance Growth Fund - G"
"a0lw0000008seloAAA","","00120000012CbhUAAS","Lumpsum","HDFC Equity Fund- G"
"a0lw0000008selpAAA","","00120000012CbhUAAS","SIP","HDFC Equity Fund- G"
"a0lw0000008selqAAA","","00120000012CbhUAAS","Lumpsum","SBI Contra Fund - G"
"a0lw0000008selrAAA","","00120000012CbhUAAS","SIP","SBI Contra Fund - G"
"a0lw0000008selsAAA","","00120000012CbhUAAS","Lumpsum","HDFC Top 200 Fund-G"
"a0lw0000008seltAAA","","00120000012CbhUAAS","SIP","HDFC Top 200 Fund-G"
"a0lw0000008seluAAA","","00120000012CbhUAAS","Lumpsum","IDFC Equity Fund Plan A- G"
"a0lw0000008selvAAA","","00120000012CbhUAAS","SIP","IDFC Equity Fund Plan A- G"
"a0lw0000008selwAAA","","00120000012CbhUAAS","Lumpsum","Reliance Top 200 - G"
"a0lw0000008selxAAA","","00120000012CbhUAAS","Lumpsum","Tata indo- Global Infra Fund - G"
"a0lw0000008selyAAA","","00120000012CbhUAAS","Lumpsum","ICICI Prudential Dynamic Plan - G"
