"ID","ENTITY_NAME__C","EXECUTED_PRODUCT_NAME__C","APPROVE_ACTION_PLAN__C","EXECUTION_TRACKER_PRODUCT__C"
"a0l200000061Nc2AAE","0012000000zISziAAG","BSL Frontline Equity","a31200000000prVAAQ",""
"a0l200000061Nc3AAE","0012000000zISziAAG","Axis Triple Advantage","a31200000000prUAAQ",""
"a0l200000061Nc4AAE","0012000000zISziAAG","Pramerica Short Term Income","a31200000000prTAAQ",""
"a0l200000061Nc6AAE","0012000000zISziAAG","DSP Equity","a31200000000prRAAQ",""
"a0l200000061Nc7AAE","0012000000zISziAAG","Pramerica Equity","a31200000000prQAAQ",""
"a0l200000061Nc8AAE","0012000000zISziAAG","BSL Frontline Equity","a31200000000prPAAQ",""
"a0l200000061Nc9AAE","0012000000zISziAAG","Axis Triple Advantage","a31200000000prOAAQ",""
"a0l200000061NcAAAU","0012000000zISziAAG","Pramerica Short Term Income","a31200000000prNAAQ",""
"a0l200000061NcCAAU","0012000000zISziAAG","DSP Equity","a31200000000prLAAQ",""
"a0l200000061NcDAAU","0012000000zISziAAG","BSL Frontline Equity","a31200000000prKAAQ",""
"a0l200000061NcEAAU","0012000000zISziAAG","Pramerica Equity","a31200000000prJAAQ",""
"a0l200000061NcFAAU","0012000000zISziAAG","Axis Triple Advantage","a31200000000prIAAQ",""
"a0l200000061NcGAAU","0012000000zISziAAG","Pramerica Short Term Income","a31200000000prHAAQ",""
"a0l200000061LaWAAU","00120000010OKlmAAG","Pramerica Short Term","a31200000001TxMAAU",""
"a0l200000061LaXAAU","00120000010OKlmAAG","BSL Dynamic","a31200000001TxLAAU",""
"a0l200000061LaHAAU","00120000010OKlmAAG","BSL Savings","a31200000001TxbAAE",""
"a0l200000061LaJAAU","00120000010OKlmAAG","Pramerica Short Term Income","a31200000001TxZAAU",""
"a0l200000061LaKAAU","00120000010OKlmAAG","Pramerica Short Term","a31200000001TxYAAU",""
"a0l200000061LaLAAU","00120000010OKlmAAG","BSL Dynamic","a31200000001TxXAAU",""
"a0l200000061LaMAAU","00120000010OKlmAAG","IDFC MM Treasury A","a31200000001TxWAAU",""
"a0l200000061LaNAAU","00120000010OKlmAAG","BSL Savings","a31200000001TxVAAU",""
"a0l200000061LaOAAU","00120000010OKlmAAG","Pramerica Short Term Income","a31200000001TxUAAU",""
"a0l200000061LaPAAU","00120000010OKlmAAG","BSL Dynamic","a31200000001TxTAAU",""
"a0l200000061GteAAE","0012000000wnNEyAAM","HDFC","a31200000001IzsAAE",""
"a0l200000061GtgAAE","0012000000wnNEyAAM","HDFC","a31200000001IzuAAE",""
"a0l200000061KxYAAU","0012000000yLQXgAAO","Kotak 50 Equity Scheme Growth","a31200000000qGCAAY",""
"a0l200000061KwvAAE","0012000000yK1z0AAC","HDFC Top 200","a31200000000qGEAAY",""
"a0l200000061KwwAAE","0012000000yK1z0AAC","HDFC Equity","a31200000000qGDAAY",""
"a0l200000061KwxAAE","0012000000yK1z0AAC","Idfc Premier Equity Growth","a31200000000qGAAAY",""
"a0l200000061KxWAAU","0012000000yLQXgAAO","Icici Dynamic Plan Cumulative","a31200000000qGGAAY",""
"a0lw0000008rwn5AAA","0012000000j9g4GAAQ","Birla SL Savings","a31200000001mM2AAI",""
"a0lw0000008rwnfAAA","0012000000j9g4GAAQ","Birla SL Dynamic Bond Fund","a31200000001mLSAAY",""
"a0lw0000008rwngAAA","0012000000j9g4GAAQ","Axis Triple Advantage","a31200000001mLRAAY",""
"a0lw0000008rwnjAAA","0012000000j9g4GAAQ","Reliance Equity Opportunities","a31200000001mLOAAY",""
"a0lw0000008rwnkAAA","0012000000j9g4GAAQ","Birla SL Frontline Equity","a31200000001mLNAAY",""
"a0lw0000008rzU7AAI","00120000010OuqUAAS","HDFC Click2Protect (10000000)","a31200000000rHBAAY",""
"a0lw0000008sklnAAA","0012000000vUKWWAA4","Bajaj Allianz Premium Personal guard","a31200000000jmVAAQ",""
"a0lw0000008sleIAAQ","00120000011w71dAAA","HDFC CMF - Treasury Advantage Plan - Retail - Gr","a31200000001khjAAA",""
"a0lw0000008sleJAAQ","00120000011w71dAAA","Axis Long Term Equity Fund","a31200000001khiAAA",""
"a0lw0000008sleOAAQ","00120000011w71dAAA","Pramerica Ultra Short Term Bond Fund - Gr","a31200000001kheAAA",""
"a0lw0000008slePAAQ","00120000011w71dAAA","HDFC Rajiv Gandhi Equity Savings Scheme- Series 1 - Regular Gr","a31200000001khbAAA",""
"a0lw0000008sleSAAQ","00120000011w71dAAA","HDFC CMF - Treasury Advantage Plan - Retail - Gr","a31200000001khWAAQ",""
"a0lw0000008sleWAAQ","00120000011w71dAAA","DSP BlackRock Tax Saver Fund - Gr","a31200000001khQAAQ",""
"a0lw0000008slegAAA","00120000011w71dAAA","Reliance Medium Term Fund Gr","a31200000001khEAAQ",""
"a0lw0000008sleiAAA","00120000011w71dAAA","Saving Bank Account","a31200000001khCAAQ",""
"a0lw0000008sleoAAA","00120000011w71dAAA","HDFC CMF - Treasury Advantage Plan - Retail - Gr","a31200000001kh5AAA",""
"a0lw0000008sleqAAA","00120000011w71dAAA","HDFC CMF - Treasury Advantage Plan - Retail - Gr","a31200000001kh3AAA",""
"a0lw0000008slerAAA","00120000011w71dAAA","Reliance Medium Term Fund","a31200000001kh2AAA",""
"a0lw0000008slesAAA","00120000011w71dAAA","Religare Invesco Credit Opportunities Fund","a31200000001kh1AAA",""
"a0lw0000008sleuAAA","00120000011w71dAAA","HDFC CMF - Treasury Advantage Plan - Retail - Gr","a31200000001kgzAAA",""
"a0lw0000008slevAAA","00120000011w71dAAA","HDFC CMF - Treasury Advantage Plan - Retail - Gr","a31200000001kgyAAA",""
"a0lw0000008slexAAA","00120000011w71dAAA","HDFC CMF - Treasury Advantage Plan - Retail - Gr","a31200000001kgwAAA",""
"a0lw0000008sleyAAA","00120000012ARN0AAO","Religare Invesco Credit Opportunities Fund - Gr","a31200000001khlAAA",""
"a0lw0000008slezAAA","00120000012ARN0AAO","Sundaram Tax Saver - Gr","a31200000001khkAAA",""
"a0lw0000008slf7AAA","00120000012ARN0AAO","Axis Long Term Equity Fund - Gr","a31200000001khUAAQ",""
"a0lw0000008slf8AAA","00120000012ARN0AAO","DSP BlackRock Tax Saver Fund - Gr","a31200000001khTAAQ",""
"a0lw0000008snDkAAI","0012000000fqOufAAE","DSP Liquidity Fund Inst","a31w00000001wZWAAY",""
"a0lw0000008snDnAAI","0012000000fqOufAAE","Reliance Gold Savings Fund/ Gold ETF","a31w00000001wZSAAY",""
"a0lw0000008snDvAAI","0012000000fqOufAAE","Reliance Gold Savings Fund/ Gold ETF","a31w00000001wZKAAY",""
"a0lw0000008snE0AAI","0012000000fqOufAAE","Reliance Gold Savings Fund/ Gold ETF","a31w00000001wZFAAY",""
"a0lw0000008snE6AAI","0012000000fqOufAAE","Reliance Gold Savings Fund/ Gold ETF","a31w00000001wZ9AAI",""
"a0lw0000008snECAAY","0012000000fqOufAAE","Reliance Gold Savings Fund/ Gold ETF","a31w00000001wZ3AAI",""
"a0lw0000008snELAAY","0012000000fqOufAAE","Reliance Gold Savings Fund/ Gold ETF","a31w00000001wYuAAI",""
"a0lw0000008snDOAAY","0012000000fqOufAAE","ICICI Pru - Focused Bluechip Equity Fund Reg (G) [Folio:5967577/74]","a31w00000001wZmAAI",""
"a0lw0000008snDRAAY","0012000000fqOufAAE","HDFC - Top 200 Fund - (G) [Folio:8791459/20]","a31w00000001wZkAAI",""
"a0lw0000008snDSAAY","0012000000fqOufAAE","Birla SL - DBF Ret (G) [Folio:1016141304]","a31w00000001wZjAAI",""
"a0lw0000008snDTAAY","0012000000fqOufAAE","HDFC Cash Management Fund-Savings Plan-Weekly Div.","a31w00000001wZiAAI",""
"a0lw0000008snDUAAY","0012000000fqOufAAE","HDFC - Top 200 Fund - (G) [Folio:8751813/36]","a31w00000001wZhAAI",""
"a0lw0000008snDVAAY","0012000000fqOufAAE","HDFC - Top 200 Fund - (G) [Folio:8751813/36]","a31w00000001wZhAAI",""
"a0lw0000008snDXAAY","0012000000fqOufAAE","Birla SL - DBF Ret (G) [Folio:1015789743]","a31w00000001wZfAAI",""
"a0lw0000008snDbAAI","0012000000fqOufAAE","IDFC - Premier Equity Fund Reg (G) [Folio:1355600/22]","a31w00000001wZdAAI",""
"a0lw0000008snDcAAI","0012000000fqOufAAE","IDFC - Premier Equity Fund Reg (G) [Folio:1355600/22]","a31w00000001wZdAAI",""
"a0lw0000008snDeAAI","0012000000fqOufAAE","DSP BLACKROCK LIQUIDITY FUND WEEKLY-INSTITUTIONAL PLAN-DIVIDEND","a31w00000001wZbAAI",""
"a0l200000061LpsAAE","0012000000xp57MAAQ","BSL Dynamic Bond Fund","a31200000000YEKAA2",""
"a0l200000061LqgAAE","0012000000xp57MAAQ","SBI Dunamic bond fund","a31200000000YDWAA2",""
"a0l200000061LqlAAE","0012000000xp58PAAQ","Birla Frontilne","a31200000000YEoAAM",""
"a0l200000061Nm3AAE","0012000000zI4BIAA0","BSL Dynamic Bond Fund","a31200000001dAhAAI",""
"a0l200000061Nm6AAE","0012000000zI4BIAA0","DSP BR Top 100 Fund","a31200000001dAeAAI",""
"a0l200000061Nm8AAE","0012000000zI4BIAA0","BSL Frontline Equity Fund","a31200000001dAcAAI",""
"a0l200000061Nm9AAE","0012000000zI4BIAA0","DSP BR Equity Fund","a31200000001dAbAAI",""
"a0l200000061NmAAAU","0012000000zI4BIAA0","BSL Dividend Yield Plus Fund","a31200000001dAaAAI",""
"a0l200000061NmBAAU","0012000000zI4BIAA0","BSL Dynamic Bond Fund","a31200000001dAZAAY",""
"a0l200000061NmCAAU","0012000000zI4BIAA0","Prameirca Short Term Income Fund","a31200000001dAYAAY",""
"a0l200000061NmEAAU","0012000000zI4BIAA0","BSL Frontline Equity Fund","a31200000001dAWAAY",""
"a0l200000061NmGAAU","0012000000zI4BIAA0","DSP BR Equity Fund","a31200000001dAUAAY",""
"a0l200000061NmHAAU","0012000000zI4BIAA0","BSL Dynamic Bond Fund","a31200000001dATAAY",""
"a0l200000061NmKAAU","0012000000zI4BIAA0","BSL Frontline Equity Fund","a31200000001dAQAAY",""
"a0l200000061NmLAAU","0012000000zI4BIAA0","DSP BR Top 100 Fund","a31200000001dAPAAY",""
"a0l200000061NmMAAU","0012000000zI4BIAA0","DSP BR Equity Fund","a31200000001dAOAAY",""
"a0l200000061NlJAAU","0012000000zI4BIAA0","Bajaj Allianz Critical Care Cover","a31200000001dBOAAY",""
"a0l200000061NlKAAU","0012000000zI4BIAA0","Bajaj Allianz Extra Care Cover","a31200000001dBNAAY",""
"a0l200000061NlNAAU","0012000000zI4BIAA0","Bajaj Allianz Critical Care Cover","a31200000001dBKAAY",""
"a0l200000061NlPAAU","0012000000zI4BIAA0","Bajaj Allianz Premium Personal Guard","a31200000001dBIAAY",""
"a0l200000061NlSAAU","0012000000zI4BIAA0","HDFC Click 2 Protect - Cover of Rs.12,000,000","a31200000001dBFAAY",""
"a0l200000061NlXAAU","0012000000zI4BIAA0","HDFC Top 200 Fund G","a31200000001dBCAAY",""
"a0l200000061NlZAAU","0012000000zI4BIAA0","IDFC Premier Equity G","a31200000001dBBAAY",""
"a0l200000061NlbAAE","0012000000zI4BIAA0","DSP BR Top 100 Equity G","a31200000001dBAAAY",""
"a0l200000061NlgAAE","0012000000zI4BIAA0","BSL Dynamic Bond Fund","a31200000001dB4AAI",""
"a0l200000061NliAAE","0012000000zI4BIAA0","Axis Triple Advantage Funds","a31200000001dB2AAI",""
"a0l200000061NljAAE","0012000000zI4BIAA0","BSL Frontline Equity Fund","a31200000001dB1AAI",""
"a0l200000061NllAAE","0012000000zI4BIAA0","DSP BR Equity Fund","a31200000001dAzAAI",""
"a0l200000061NlmAAE","0012000000zI4BIAA0","Pramerica Short Term Income","a31200000001dAyAAI",""
"a0l200000061NlnAAE","0012000000zI4BIAA0","BSL Dynamic Bond Fund","a31200000001dAxAAI",""
"a0l200000061NlpAAE","0012000000zI4BIAA0","BSL Frontline Equity Fund","a31200000001dAvAAI",""
"a0l200000061NlrAAE","0012000000zI4BIAA0","DSP BR Equity Fund","a31200000001dAtAAI",""
"a0l200000061NlsAAE","0012000000zI4BIAA0","IDFC Premier Equity Fund","a31200000001dAsAAI",""
"a0l200000061NltAAE","0012000000zI4BIAA0","BSL Dynamic Bond Fund","a31200000001dArAAI",""
"a0l200000061NlvAAE","0012000000zI4BIAA0","BSL Frontline Equity Fund","a31200000001dApAAI",""
"a0l200000061NlxAAE","0012000000zI4BIAA0","DSP BR Equity Fund","a31200000001dAnAAI",""
"a0l200000061NlyAAE","0012000000zI4BIAA0","IDFC Premier Equity Fund","a31200000001dAmAAI",""
"a0l200000061NlzAAE","0012000000zI4BIAA0","BSL Dynamic Bond Fund","a31200000001dAlAAI",""
"a0l200000061Nm1AAE","0012000000zI4BIAA0","DSP BR Equity Fund","a31200000001dAjAAI",""
"a0l200000061Oi8AAE","0012000000s2NbVAAU","HDFC Growth Fund G","a31200000001etaAAA",""
"a0l200000061Oi9AAE","0012000000s2NbVAAU","HDFC Cash Management Treasury Advt","a31200000001etZAAQ",""
"a0l200000061OiAAAU","0012000000s2NbVAAU","HDFC Cash Management Treasury Advt","a31200000001etYAAQ",""
"a0l200000061OiBAAU","0012000000s2NbVAAU","Pramerica Short Term Income","a31200000001etWAAQ",""
"a0l200000061OiCAAU","0012000000s2NbVAAU","Axis Triple Advantage","a31200000001etVAAQ",""
"a0l200000061OiDAAU","0012000000s2NbVAAU","Pramerica Equity","a31200000001etUAAQ",""
"a0l200000061OiFAAU","0012000000s2NbVAAU","DSP Equity","a31200000001etSAAQ",""
"a0l200000061OiHAAU","0012000000s2NbVAAU","Birla SL Savings Fund","a31200000001etQAAQ",""
"a0l200000061OiIAAU","0012000000s2NbVAAU","BSL Frontline Equity","a31200000001etPAAQ",""
"a0l200000061OiJAAU","0012000000s2NbVAAU","Pramerica Equity","a31200000001etOAAQ",""
"a0l200000061OiKAAU","0012000000s2NbVAAU","DSP Equity","a31200000001etNAAQ",""
"a0l200000061OiLAAU","0012000000s2NbVAAU","Axis Triple Advantage","a31200000001etMAAQ",""
"a0l200000061OiMAAU","0012000000s2NbVAAU","Pramerica Short Term Income","a31200000001etLAAQ",""
"a0l200000061OiOAAU","0012000000s2NbVAAU","BSL Frontline Equity","a31200000001etJAAQ",""
"a0l200000061OiPAAU","0012000000s2NbVAAU","Pramerica Equity","a31200000001etIAAQ",""
"a0l200000061OiQAAU","0012000000s2NbVAAU","DSP Equity","a31200000001etHAAQ",""
"a0l200000061OiRAAU","0012000000s2NbVAAU","Axis Triple Advantage","a31200000001etGAAQ",""
"a0l200000061OiSAAU","0012000000s2NbVAAU","Pramerica Short Term Income","a31200000001etFAAQ",""
"a0l200000061OiTAAU","0012000000s2NbVAAU","Birla SL Dynamic Bond Fund","a31200000001etEAAQ",""
"a0l200000061OiUAAU","0012000000s2NbVAAU","Birla SL Frontline Equity","a31200000001etDAAQ",""
"a0l200000061OiVAAU","0012000000s2NbVAAU","DSP Equity","a31200000001etCAAQ",""
"a0l200000061OiXAAU","0012000000s2NbVAAU","Pramerica Equity","a31200000001etAAAQ",""
"a0l200000061OiYAAU","0012000000s2NbVAAU","Axis Triple Advantage","a31200000001et9AAA",""
"a0l200000061OiZAAU","0012000000s2NbVAAU","Pramerica Short Term Income","a31200000001et8AAA",""
"a0l200000061OiaAAE","0012000000s2NbVAAU","Pramerica Short Term Income","a31200000001et7AAA",""
"a0l200000061OibAAE","0012000000s2NbVAAU","Axis Triple Advantage","a31200000001et6AAA",""
"a0l200000061OicAAE","0012000000s2NbVAAU","Pramerica Equity","a31200000001et5AAA",""
"a0l200000061OieAAE","0012000000s2NbVAAU","DSP Equity","a31200000001et3AAA",""
"a0l200000061OifAAE","0012000000s2NbVAAU","Birla SL Frontline Equity","a31200000001et2AAA",""
"a0l200000061OigAAE","0012000000s2NbVAAU","Pramerica Short Term Income","a31200000001et1AAA",""
"a0l200000061OihAAE","0012000000s2NbVAAU","Axis Triple Advantage","a31200000001et0AAA",""
"a0l200000061OiiAAE","0012000000s2NbVAAU","Pramerica Equity","a31200000001eszAAA",""
"a0l200000061OikAAE","0012000000s2NbVAAU","DSP Equity","a31200000001esxAAA",""
"a0l200000061OilAAE","0012000000s2NbVAAU","Birla SL Frontline Equity","a31200000001eswAAA",""
"a0l200000061OimAAE","0012000000s2NbVAAU","Pramerica Short Term Income","a31200000001esvAAA",""
"a0l200000061OinAAE","0012000000s2NbVAAU","Axis Triple Advantage","a31200000001esuAAA",""
"a0l200000061OioAAE","0012000000s2NbVAAU","Pramerica Equity","a31200000001estAAA",""
"a0l200000061OiqAAE","0012000000s2NbVAAU","DSP Equity","a31200000001esrAAA",""
"a0l200000061OirAAE","0012000000s2NbVAAU","Birla SL Frontline Equity","a31200000001esqAAA",""
"a0l200000061OisAAE","0012000000s2NbVAAU","Pramerica Short Term Income","a31200000001espAAA",""
"a0l200000061OitAAE","0012000000s2NbVAAU","Axis Triple Advantage","a31200000001esoAAA",""
"a0l200000061OiuAAE","0012000000s2NbVAAU","Pramerica Equity","a31200000001esnAAA",""
"a0l200000061OiwAAE","0012000000s2NbVAAU","DSP Equity","a31200000001eslAAA",""
"a0l200000061OrbAAE","0012000000zG2rtAAC","Bajaj Allianz Premium Personal Guard","a31200000001ZoJAAU",""
"a0l200000061OreAAE","0012000000zG2rtAAC","Bajaj Allianz Critical Illness","a31200000001ZoGAAU",""
"a0l200000061OrlAAE","0012000000zG2rtAAC","Reliance Banking Fund","a31200000001ZoBAAU",""
"a0l200000061OrmAAE","0012000000zG2rtAAC","Savings a/c","a31200000001ZoAAAU",""
"a0l200000061OrnAAE","0012000000zG2rtAAC","IDFC MM Treasury A","a31200000001Zo9AAE",""
"a0l200000061OroAAE","0012000000zG2rtAAC","BSL Savings","a31200000001Zo8AAE",""
"a0l200000061OrpAAE","0012000000zG2rtAAC","DSP BR Tax Saver Fund","a31200000001Zo6AAE",""
"a0l200000061OrqAAE","0012000000zG2rtAAC","Reliance Banking Fund","a31200000001Zo5AAE",""
"a0l200000061OrsAAE","0012000000zG2rtAAC","Axis Triple Advantage","a31200000001Zo3AAE",""
"a0l200000061OrtAAE","0012000000zG2rtAAC","Pramerica Short Term Income","a31200000001Zo2AAE",""
"a0l200000061OruAAE","0012000000zG2rtAAC","IDFC MM Treasury A","a31200000001Zo1AAE",""
"a0l200000061OrvAAE","0012000000zG2rtAAC","BSL Savings","a31200000001Zo0AAE",""
"a0l200000061OrwAAE","0012000000zG2rtAAC","Relaince Banking Fund","a31200000001ZnzAAE",""
"a0l200000061OryAAE","0012000000zG2rtAAC","Axis Triple Advantage","a31200000001ZnxAAE",""
"a0l200000061OrzAAE","0012000000zG2rtAAC","Pramerica Short Term Income","a31200000001ZnwAAE",""
"a0l200000061Os0AAE","0012000000zG2rtAAC","BSL Frontline Equity","a31200000001ZnvAAE",""
"a0l200000061FDuAAM","0012000000op6K8AAI","Birla SL Dynamic Bond Fund","a31200000001FIwAAM",""
"a0l200000061FDvAAM","0012000000op6K8AAI","Birla SL Dynamic Bond Fund","a31200000001FIwAAM",""
"a0l200000061FDwAAM","0012000000op6K8AAI","ICICI Flexible (D)","a31200000001FIvAAM",""
"a0l200000061FDxAAM","0012000000op6K8AAI","Birla Frontline Equity","a31200000001FIuAAM",""
"a0l200000061FDyAAM","0012000000op6K8AAI","Birla Frontline Equity","a31200000001FIuAAM",""
"a0l200000061FDzAAM","0012000000op6K8AAI","HDFC Top 200","a31200000001FItAAM",""
"a0l200000061FE0AAM","0012000000op6K8AAI","HDFC Top 200","a31200000001FItAAM",""
"a0l200000061FE1AAM","0012000000op6K8AAI","Reliance Money Manager","a31200000001FIsAAM",""
"a0l200000061FE2AAM","0012000000op6K8AAI","ICICI Flexible Income Plan (D)","a31200000001FIrAAM",""
"a0l200000061FE3AAM","0012000000op6K8AAI","DSP Br Income Opportunities","a31200000001FIqAAM",""
"a0l200000061FE4AAM","0012000000op6K8AAI","DSP Equity","a31200000001FIpAAM",""
"a0l200000061FE5AAM","0012000000op6K8AAI","DSP Equity","a31200000001FIpAAM",""
"a0l200000061FE7AAM","0012000000op6K8AAI","L&T Equity Fund","a31200000001FIoAAM",""
"a0l200000061FE8AAM","0012000000op6K8AAI","Birla SL Dynamic Bond Fund","a31200000001FInAAM",""
"a0l200000061FE9AAM","0012000000op6K8AAI","IDFC Sterling Equity","a31200000001FImAAM",""
"a0l200000061FEAAA2","0012000000op6K8AAI","IDFC Sterling Equity","a31200000001FImAAM",""
"a0l200000061FEBAA2","0012000000op6K8AAI","IDFC Money Manager (D)","a31200000001FIlAAM",""
"a0l200000061FEEAA2","0012000000op6K8AAI","DSP Br Income Opportunities","a31200000001FIjAAM",""
"a0l200000061FEHAA2","0012000000op6K8AAI","IDFC Money Manager (D)","a31200000001FIhAAM",""
"a0l200000061FEIAA2","0012000000op6K8AAI","Reliance Money Manager","a31200000001FIgAAM",""
"a0l200000061FEJAA2","0012000000op6K8AAI","IDFC Premier Equity","a31200000001FIfAAM",""
"a0l200000061FEKAA2","0012000000op6K8AAI","IDFC Premier Equity","a31200000001FIfAAM",""
"a0l200000061FELAA2","0012000000op6K8AAI","ICICI Pru Regular Savings","a31200000001FIeAAM",""
"a0l200000061FEMAA2","0012000000op6K8AAI","ICICI Pru Regular Savings","a31200000001FIeAAM",""
"a0l200000061FcgAAE","0012000000rJcp2AAC","DSP Equity Fund - G [Folio:2782446/94]","a31200000001FaJAAU",""
"a0l200000061FchAAE","0012000000rJcp2AAC","DSP Equity Fund - G [Folio:2782446/94]","a31200000001FaJAAU",""
"a0l200000061FciAAE","0012000000rJcp2AAC","HDFC Top 200 - G [Folio:8581251/47]","a31200000001FaIAAU",""
"a0l200000061FcjAAE","0012000000rJcp2AAC","HDFC Top 200 - G [Folio:8581251/47]","a31200000001FaIAAU",""
"a0l200000061FckAAE","0012000000rJcp2AAC","BSL Dynamic Fund - G [Folio:1016034708]","a31200000001FaHAAU",""
"a0l200000061FclAAE","0012000000rJcp2AAC","BSL Dynamic Fund - G [Folio:1016034708]","a31200000001FaHAAU",""
"a0l200000061FcoAAE","0012000000rJcp2AAC","ICICI Focused Bluechip Reg - Gr","a31200000001FaEAAU",""
"a0l200000061FcqAAE","0012000000rJcp2AAC","ICICI Dynamic Fund G","a31200000001FaDAAU",""
"a0l200000061FWtAAM","0012000000xULzJAAW","Apollo Minich","a31200000000mCpAAI",""
"a0l200000061FWuAAM","0012000000xULzJAAW","Apollo Munich","a31200000000mCoAAI",""
"a0l200000061FWvAAM","0012000000xULzJAAW","Apollo Munich","a31200000000mCnAAI",""
"a0l200000061FWwAAM","0012000000xULzJAAW","Bajaj Allianz Premium Personal guard","a31200000000mCmAAI",""
"a0l200000061FWzAAM","0012000000xULzJAAW","Apollo Munich","a31200000000mCjAAI",""
"a0l200000061FX7AAM","0012000000xULzJAAW","Savings Account","a31200000000mCdAAI",""
"a0l200000061FWxAAM","0012000000xULzJAAW","Bajaj Allianz Premium Personal guard","a31200000000mClAAI",""
"a0l200000061FX9AAM","0012000000xULzJAAW","DSP Equity","a31200000000mCaAAI",""
"a0l200000061FXAAA2","0012000000xULzJAAW","Pramerica Equity","a31200000000mCZAAY",""
"a0l200000061FXBAA2","0012000000xULzJAAW","BSL Frontline Equity","a31200000000mCYAAY",""
"a0l200000061FXCAA2","0012000000xULzJAAW","Axis Triple Advantage","a31200000000mCXAAY",""
"a0l200000061FXDAA2","0012000000xULzJAAW","Pramerica Short Term Income","a31200000000mCWAAY",""
"a0l200000061FXFAA2","0012000000xULzJAAW","Pramerica Equity","a31200000000mCUAAY",""
"a0l200000061FXGAA2","0012000000xULzJAAW","DSP Equity","a31200000000mCTAAY",""
"a0l200000061FXHAA2","0012000000xULzJAAW","BSL Frontline Equity","a31200000000mCSAAY",""
"a0l200000061FXIAA2","0012000000xULzJAAW","Axis Triple Advantage","a31200000000mCRAAY",""
"a0l200000061FXJAA2","0012000000xULzJAAW","Pramerica Short Term Income","a31200000000mCQAAY",""
"a0l200000061KwmAAE","0012000000yLQXgAAO","Icici Dynamic Plan Cumulative","a31200000000qGGAAY",""
"a0l200000061KwoAAE","0012000000yLQXgAAO","Kotak 50 Equity Scheme Growth","a31200000000qGCAAY",""
"a0l200000061MbGAAU","00120000011D6k1AAC","IDFC Money Manager Treasury A","a31200000001PROAA2",""
"a0l200000061MbHAAU","00120000011D6k1AAC","BSL Savings Fund","a31200000001PRNAA2",""
"a0lw0000008rq1tAAA","00120000011EPi0AAG","IDFC Money Manager Treasury A","a31200000001UyJAAU",""
"a0lw0000008rq1uAAA","00120000011EPi0AAG","BSL Savings","a31200000001UyIAAU",""
"a0lw0000008rq22AAA","00120000011EPi0AAG","IDFC Money Manager Treasury A","a31200000001Uy9AAE",""
"a0lw0000008rq23AAA","00120000011EPi0AAG","BSL Savings","a31200000001Uy8AAE",""
